question,tier,score,latency,correct,pred,target,cost,norm_score,bin
_______________ is the central node of 802.11 wire,Tier 1,0.3718181818181819,0.2356550693511963,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
The Message condentiality or privacy means that th,Tier 1,0.3756363636363637,0.24140048027038574,True,B,B,4,0.003756363636363637,"(-0.001, 0.2]"
The four Primary Security Principles related to me,Tier 1,0.3756363636363637,0.25684404373168945,True,A,A,4,0.003756363636363637,"(-0.001, 0.2]"
Man in the middle attack can endanger the security,Tier 2,0.7467272727272729,0.23420214653015137,True,B,B,12,0.007467272727272729,"(-0.001, 0.2]"
What is the difference between a direct leak and a,Tier 3,1.4388995215311007,0.41124582290649414,True,C,C,30,0.014388995215311007,"(-0.001, 0.2]"
Let HH be a Merkle-Damgard hash function is H:X^{\,Tier 3,1.4349808612440194,0.3938333988189697,False,B,C,30,0.014349808612440194,"(-0.001, 0.2]"
Which of the following is not a block cipher opera,Tier 1,0.49236363636363645,0.2356874942779541,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
Which among the following is the least strong secu,Tier 1,0.5743636363636364,0.2321009635925293,True,A,A,4,0.005743636363636364,"(-0.001, 0.2]"
Suppose you want to use fuzzing on a program to tr,Tier 3,1.4388995215311007,0.40984535217285156,True,C,C,30,0.014388995215311007,"(-0.001, 0.2]"
Which of the following is not an example of presen,Tier 3,1.3681148325358852,0.430095911026001,False,B,D,30,0.013681148325358852,"(-0.001, 0.2]"
______________ is a widespread app’s coding mistak,Tier 1,0.6062775119617226,0.23815250396728516,True,B,B,4,0.006062775119617226,"(-0.001, 0.2]"
____________________ is the anticipation of unauth,Tier 1,0.45381818181818184,0.2359788417816162,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
Statement 1| A U2F USB dongle prevents malware on ,Tier 1,0.6403636363636365,0.24143218994140625,True,C,C,4,0.006403636363636365,"(-0.001, 0.2]"
"When does a buffer overflow occur, generally speak",Tier 3,1.4453684210526319,0.4149625301361084,True,C,C,30,0.014453684210526318,"(-0.001, 0.2]"
In MD-5 the length of the message digest is,Tier 1,0.45381818181818184,0.24977493286132812,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
Buffer-overflow may remain as a bug in apps if ___,Tier 1,0.5526363636363637,0.23522710800170898,True,C,C,4,0.005526363636363637,"(-0.001, 0.2]"
Which of the following is an authentication method,Tier 1,0.4961818181818182,0.27237844467163086,True,D,D,4,0.004961818181818182,"(-0.001, 0.2]"
____________ is also a part of darknet that is emp,Tier 1,0.4992918660287083,0.23649859428405762,True,A,A,4,0.004992918660287083,"(-0.001, 0.2]"
Why would a ping sweep be used?,Tier 1,0.49236363636363645,0.24322986602783203,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
To verify a digital signature we need the,Tier 1,0.6062775119617226,0.23488473892211914,True,B,B,4,0.006062775119617226,"(-0.001, 0.2]"
"What does it mean to ""be stealthy"" during a penetr",Tier 2,0.7758062200956939,0.23999977111816406,True,D,D,12,0.007758062200956939,"(-0.001, 0.2]"
Which form of encryption does WPA use?,Tier 1,0.49236363636363645,0.24810361862182617,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
The ______________ is categorized as an unknown se,Tier 1,0.45381818181818184,0.24271750450134277,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
Let F: K \times R \to MF:K×R→M be a secure PRF. Fo,Tier 2,0.9142966507177035,0.25430822372436523,False,A,C,12,0.009142966507177035,"(-0.001, 0.2]"
The AH Protocol provides source authentication and,Tier 1,0.4576363636363637,0.23647236824035645,True,B,B,4,0.004576363636363637,"(-0.001, 0.2]"
The __________ was a huge marketplace of Dark Web ,Tier 1,0.49406698564593315,0.2336893081665039,True,A,A,4,0.004940669856459331,"(-0.001, 0.2]"
"In Message Condentiality, the transmitted message ",Tier 1,0.3746818181818182,0.24567627906799316,True,A,A,4,0.0037468181818181823,"(-0.001, 0.2]"
What is Nmap?,Tier 2,1.0714162679425838,0.2374868392944336,True,A,A,12,0.010714162679425838,"(-0.001, 0.2]"
"Let I = (S,V)I=(S,V) be a MAC. Suppose S(k,m)S(k,m",Tier 2,0.9110311004784691,0.24873948097229004,True,A,A,12,0.009110311004784691,"(-0.001, 0.2]"
"Why apps developed in languages like C, C++ is pro",Tier 2,1.1195598086124403,0.2443690299987793,True,A,A,12,0.011195598086124404,"(-0.001, 0.2]"
_______________ is a popular tool used for network,Tier 1,0.49406698564593315,0.2310929298400879,False,A,D,4,0.004940669856459331,"(-0.001, 0.2]"
Consider the paper Native Client: A Sandbox for Po,Tier 2,0.8502296650717706,0.2500436305999756,False,D,A,12,0.008502296650717705,"(-0.001, 0.2]"
What is a replay attack?,Tier 2,0.9064593301435409,0.29199934005737305,True,D,D,12,0.009064593301435409,"(-0.001, 0.2]"
A digital signature needs a,Tier 1,0.3718181818181819,0.24030542373657227,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following does authorization aim to a,Tier 2,0.9064593301435409,0.23801088333129883,True,A,A,12,0.009064593301435409,"(-0.001, 0.2]"
A sender must not be able to deny sending a messag,Tier 1,0.3746818181818182,0.24489140510559082,True,A,A,4,0.0037468181818181823,"(-0.001, 0.2]"
Three of the following are classic security proper,Tier 1,0.49236363636363645,0.2326977252960205,False,C,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following is true of mutation-based f,Tier 3,1.3628899521531104,0.4199855327606201,True,A,A,30,0.013628899521531103,"(-0.001, 0.2]"
Which of the following are most vulnerable to inje,Tier 4,1.5022200956937801,0.34717655181884766,True,D,D,80,0.015022200956937801,"(-0.001, 0.2]"
Applications developed by programming languages li,Tier 1,0.5245454545454545,0.22424530982971191,True,C,C,4,0.005245454545454545,"(-0.001, 0.2]"
Which of the following are benefits of penetration,Tier 2,1.1154545454545457,0.244110107421875,True,A,A,12,0.011154545454545457,"(-0.001, 0.2]"
A ___________ is a method in which a computer secu,Tier 1,0.6062775119617226,0.22653484344482422,True,B,B,4,0.006062775119617226,"(-0.001, 0.2]"
1. _________ framework made cracking of vulnerabil,Tier 1,0.4992918660287083,0.2529869079589844,True,B,B,4,0.004992918660287083,"(-0.001, 0.2]"
The digest created by a hash function is normally ,Tier 1,0.4992918660287083,0.23369288444519043,True,A,A,4,0.004992918660287083,"(-0.001, 0.2]"
What was the first buffer overflow attack?,Tier 1,0.648909090909091,0.24524307250976562,True,C,C,4,0.00648909090909091,"(-0.001, 0.2]"
___________________ is alike as that of Access Poi,Tier 1,0.49406698564593315,0.24146318435668945,True,C,C,4,0.004940669856459331,"(-0.001, 0.2]"
"When a wireless user authenticates to any AP, both",Tier 1,0.5564545454545455,0.23737430572509766,True,B,B,4,0.005564545454545456,"(-0.001, 0.2]"
Encapsulating Security Payload (ESP) belongs to wh,Tier 1,0.6450909090909092,0.22446680068969727,True,B,B,4,0.006450909090909091,"(-0.001, 0.2]"
What is a web proxy?,Tier 2,1.026507177033493,0.2505457401275635,True,A,A,12,0.01026507177033493,"(-0.001, 0.2]"
"The ______________ can cost you money, by sending ",Tier 1,0.45381818181818184,0.2316739559173584,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
A proxy rewall lters at the,Tier 1,0.3718181818181819,0.25409555435180664,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Which Nmap scan is does not completely open a TCP ,Tier 2,0.868019138755981,0.22806835174560547,True,A,A,12,0.008680191387559811,"(-0.001, 0.2]"
Suppose Unix did not provide a way of passing file,Tier 4,1.565416267942584,1.02207612991333,False,,C,80,0.01565416267942584,"(-0.001, 0.2]"
Suppose Unix did not provide a way of passing file,Tier 4,1.704746411483254,0.6629273891448975,False,,B,80,0.01704746411483254,"(-0.001, 0.2]"
A special tool is necessary for entering the netwo,Tier 1,0.49406698564593315,0.2327561378479004,True,D,D,4,0.004940669856459331,"(-0.001, 0.2]"
Old operating systems like _______ and NT-based sy,Tier 1,0.3718181818181819,0.22683167457580566,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
What are the port states determined by Nmap?,Tier 1,0.5743636363636364,0.22942447662353516,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
A packet filter firewall filters at the,Tier 1,0.3718181818181819,0.24828863143920898,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Based on the paper “SoK: SSL and HTTPS: Revisiting,Tier 4,1.7459856459330145,0.3777298927307129,False,B,A,80,0.017459856459330146,"(-0.001, 0.2]"
Assume that a TLS connection has been established ,Tier 1,0.6668612440191389,0.2564053535461426,False,C,A,4,0.006668612440191389,"(-0.001, 0.2]"
A/an ___________ is a program that steals your log,Tier 1,0.6062775119617226,0.2326066493988037,True,A,A,4,0.006062775119617226,"(-0.001, 0.2]"
In Brumley and Boneh’s paper on side-channel attac,Tier 3,1.215,0.4391961097717285,True,C,C,30,0.012150000000000001,"(-0.001, 0.2]"
MIT’s Kerberos KDC server has a maximum ticket lif,Tier 3,1.3266889952153114,0.45320653915405273,True,C,C,30,0.013266889952153114,"(-0.001, 0.2]"
Public key encryption is advantageous over Symmetr,Tier 2,0.7415023923444978,0.24326634407043457,True,C,C,12,0.007415023923444977,"(-0.001, 0.2]"
The stack is memory for storing,Tier 2,0.8152727272727274,0.22751998901367188,True,A,A,12,0.008152727272727273,"(-0.001, 0.2]"
A _________________ may be a hidden part of a prog,Tier 1,0.45381818181818184,0.23518872261047363,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
What is a nop sled,Tier 2,0.7415023923444978,0.247575044631958,True,B,B,12,0.007415023923444977,"(-0.001, 0.2]"
Why is it that the compiler does not know the abso,Tier 4,1.5614976076555027,0.3374521732330322,True,C,C,80,0.015614976076555027,"(-0.001, 0.2]"
Let suppose a search box of an application can tak,Tier 2,1.1050669856459332,0.23008203506469727,True,A,A,12,0.011050669856459331,"(-0.001, 0.2]"
Which of the following is not a transport layer vu,Tier 1,0.6450909090909092,0.23118996620178223,False,A,D,4,0.006450909090909091,"(-0.001, 0.2]"
How does a buffer overflow on the stack facilitate,Tier 3,1.3188516746411485,0.4116699695587158,True,A,A,30,0.013188516746411486,"(-0.001, 0.2]"
When the data must arrive at the receiver exactly ,Tier 1,0.5555000000000001,0.2352597713470459,True,B,B,4,0.005555000000000001,"(-0.001, 0.2]"
Which of the following is not a security exploit?,Tier 1,0.648909090909091,0.23015785217285156,True,C,C,4,0.00648909090909091,"(-0.001, 0.2]"
How is IP address spoofing detected?,Tier 3,1.4197416267942586,0.3691990375518799,True,B,B,30,0.014197416267942586,"(-0.001, 0.2]"
"Encryption and decryption provide secrecy, or cond",Tier 1,0.3756363636363637,0.23738455772399902,False,D,B,4,0.003756363636363637,"(-0.001, 0.2]"
Imagine you're standing on the surface of a shrink,Tier 2,0.8656555023923446,0.22766470909118652,True,C,C,12,0.008656555023923446,"(-0.001, 0.2]"
The model of light most supported by the photoelec,Tier 1,0.3718181818181819,0.23724675178527832,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
The mass of an atom comes mostly from its _ ; and ,Tier 1,0.37515909090909094,0.2440929412841797,True,D,D,4,0.0037515909090909093,"(-0.001, 0.2]"
A wave transfers,Tier 1,0.3718181818181819,0.2363450527191162,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Polarization is a property of,Tier 1,0.37515909090909094,0.23473024368286133,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
The direction of natural processes is from states ,Tier 1,0.3718181818181819,0.24674320220947266,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
The difference between dc and ac in electric circu,Tier 1,0.6760454545454547,0.24303007125854492,False,A,B,4,0.006760454545454547,"(-0.001, 0.2]"
Most of the radiation in Earth’s biosphere is,Tier 1,0.45381818181818184,0.23294687271118164,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
When small pieces of material are assembled into a,Tier 1,0.5526363636363637,0.22289681434631348,True,C,C,4,0.005526363636363637,"(-0.001, 0.2]"
Pumice is a volcanic rock that floats in water. Th,Tier 2,0.9393409090909092,0.23239731788635254,True,A,A,12,0.009393409090909091,"(-0.001, 0.2]"
"In the atomic nucleus, electrical forces tend to",Tier 1,0.3718181818181819,0.2331409454345703,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
"In a circuit of two lamps in parallel, if the curr",Tier 2,0.8537129186602872,0.26068902015686035,True,D,D,12,0.008537129186602871,"(-0.001, 0.2]"
"When we speak of time dilation, we mean that time",Tier 1,0.6379772727272728,0.24882030487060547,True,B,B,4,0.006379772727272728,"(-0.001, 0.2]"
A barometer that uses water instead of mercury wil,Tier 1,0.3718181818181819,0.238631010055542,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
The impulse–momentum relationship is a direct resu,Tier 1,0.3775454545454546,0.24600434303283691,True,B,B,4,0.003775454545454546,"(-0.001, 0.2]"
To view your full-face image in a steamy mirror co,Tier 2,0.7585227272727273,0.23647594451904297,True,B,B,12,0.007585227272727273,"(-0.001, 0.2]"
Polarization is a property of,Tier 1,0.3718181818181819,0.23576688766479492,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
A satellite in Earth orbit is above Earth’s,Tier 1,0.3718181818181819,0.243485689163208,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
The fact that the acceleration of free fall is the,Tier 2,0.8318181818181821,0.23723888397216797,True,B,B,12,0.008318181818181822,"(-0.001, 0.2]"
"According to Hooke’s law, if you hang by a tree br",Tier 2,0.86155023923445,0.25095653533935547,True,C,C,12,0.0086155023923445,"(-0.001, 0.2]"
A string is plucked producing four loops (antinode,Tier 1,0.6141148325358853,0.2359631061553955,True,C,C,4,0.006141148325358853,"(-0.001, 0.2]"
Immediately after two separated charged particles ,Tier 1,0.612909090909091,0.2446141242980957,False,A,B,4,0.0061290909090909096,"(-0.001, 0.2]"
When a ball at rest hangs by a single vertical str,Tier 2,0.8537129186602872,0.2400984764099121,False,D,B,12,0.008537129186602871,"(-0.001, 0.2]"
The blueness of the daytime sky is due mostly to l,Tier 1,0.3718181818181819,0.2389068603515625,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
All parts of a laser beam have the same,Tier 1,0.3718181818181819,0.22797703742980957,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
When an increase in speed doubles the kinetic ener,Tier 1,0.6346363636363637,0.37193894386291504,True,A,A,4,0.006346363636363637,"(-0.001, 0.2]"
The distance of your image behind a plane mirror i,Tier 1,0.45381818181818184,0.24217510223388672,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
"As more lamps are connected to a series circuit, t",Tier 1,0.45381818181818184,0.25226593017578125,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
The electric field between a pair of oppositely ch,Tier 1,0.4566818181818182,0.2368607521057129,True,D,D,4,0.004566818181818182,"(-0.001, 0.2]"
"When you squeeze an air-filled party balloon, you ",Tier 1,0.5526363636363637,0.26557016372680664,True,D,D,4,0.005526363636363637,"(-0.001, 0.2]"
Which of these temperatures is likely when a conta,Tier 2,0.7551818181818182,0.2474212646484375,True,B,B,12,0.007551818181818182,"(-0.001, 0.2]"
"When food is exposed to gamma radiation, the food",Tier 1,0.5555000000000001,0.23202085494995117,True,B,B,4,0.005555000000000001,"(-0.001, 0.2]"
In a mixture of hydrogen oxygen and nitrogen gases,Tier 1,0.37515909090909094,0.2326507568359375,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
"When the shadow of the Moon falls on Earth, we hav",Tier 2,1.075988038277512,0.2459428310394287,True,B,B,12,0.01075988038277512,"(-0.001, 0.2]"
Sound travels in,Tier 1,0.3718181818181819,0.23529887199401855,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
"When a cannonball is fired from a cannon, both the",Tier 1,0.5526363636363637,0.2525160312652588,True,A,A,4,0.005526363636363637,"(-0.001, 0.2]"
Interference is characteristic of,Tier 1,0.3718181818181819,0.23248624801635742,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
When you look at the red petals of a rose the colo,Tier 1,0.5559772727272728,0.2386183738708496,True,A,A,4,0.005559772727272728,"(-0.001, 0.2]"
A motor and a generator are,Tier 1,0.6065454545454546,0.2517707347869873,False,B,A,4,0.006065454545454546,"(-0.001, 0.2]"
A rock suspended by a weighing scale weighs 5 N ou,Tier 2,0.7551818181818182,0.22920894622802734,True,D,D,12,0.007551818181818182,"(-0.001, 0.2]"
The compressions and rarefactions in sound normall,Tier 1,0.3718181818181819,0.2519795894622803,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
When you scale up an object to 3 times its linear ,Tier 1,0.6379772727272728,0.2294306755065918,True,C,C,4,0.006379772727272728,"(-0.001, 0.2]"
The metal detectors people walk through at airport,Tier 1,0.3718181818181819,0.24824857711791992,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
The redness of a sunrise or sunset is due mostly t,Tier 1,0.3718181818181819,0.23302888870239258,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
Find the speed of a wave by multiplying its freque,Tier 1,0.3718181818181819,0.2434983253479004,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
An inflated balloon with a heavy rock tied to it i,Tier 1,0.45715909090909096,0.23789000511169434,False,C,B,4,0.00457159090909091,"(-0.001, 0.2]"
The period of a 10-Hz wave is,Tier 1,0.45381818181818184,0.2397899627685547,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
"The factors, both of which will increase the magne",Tier 1,0.6346363636363637,0.24455571174621582,True,C,C,4,0.006346363636363637,"(-0.001, 0.2]"
A math book and a physics book sitting on a table ,Tier 2,0.7493397129186604,0.24280285835266113,False,B,D,12,0.007493397129186604,"(-0.001, 0.2]"
The vibrations in a transverse wave move in a dire,Tier 1,0.3718181818181819,0.24970054626464844,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Newton’s law of cooling applies to objects that,Tier 1,0.3718181818181819,0.22573280334472656,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
Boiling and freezing occur when water is subjected,Tier 1,0.5526363636363637,0.2501678466796875,True,B,B,4,0.005526363636363637,"(-0.001, 0.2]"
The power required to raise a 100-kg crate a verti,Tier 1,0.6062775119617226,0.24778056144714355,True,B,B,4,0.006062775119617226,"(-0.001, 0.2]"
Light reflecting from a smooth surface undergoes a,Tier 1,0.37515909090909094,0.233062744140625,True,D,D,4,0.0037515909090909093,"(-0.001, 0.2]"
The surface of Planet Earth loses energy to outer ,Tier 1,0.37515909090909094,0.22774338722229004,True,C,C,4,0.0037515909090909093,"(-0.001, 0.2]"
The highest ocean tides occur when Earth and the M,Tier 1,0.5526363636363637,0.25151848793029785,True,A,A,4,0.005526363636363637,"(-0.001, 0.2]"
Electricity and magnetism connect to form,Tier 1,0.3718181818181819,0.25497961044311523,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Heat comes from the Sun to Earth by the process of,Tier 1,0.3718181818181819,0.24283146858215332,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
The energy of an emitted photon is related to its,Tier 1,0.3718181818181819,0.24106073379516602,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
"In a mixture of hydrogen, oxygen, and nitrogen gas",Tier 1,0.3718181818181819,0.25196266174316406,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
To say that a rose petal is red is to say that it,Tier 1,0.3718181818181819,0.22884559631347656,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
The nucleus of an electrically neutral iron atom c,Tier 1,0.45381818181818184,0.2449944019317627,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
A diffraction grating relies on light,Tier 1,0.3772727272727273,0.24245262145996094,True,A,A,4,0.003772727272727273,"(-0.001, 0.2]"
The rotational inertia of an object is greater whe,Tier 1,0.5526363636363637,0.24038386344909668,True,B,B,4,0.005526363636363637,"(-0.001, 0.2]"
The red glow in the neon tube of an advertising si,Tier 1,0.45715909090909096,0.46671342849731445,True,D,D,4,0.00457159090909091,"(-0.001, 0.2]"
Compared with the sound you hear from the siren of,Tier 2,0.8540000000000001,0.24359917640686035,True,B,B,12,0.00854,"(-0.001, 0.2]"
The time it takes for a pendulum swinging to and f,Tier 1,0.49406698564593315,0.23958516120910645,True,B,B,4,0.004940669856459331,"(-0.001, 0.2]"
Light that is not transmitted by opaque materials ,Tier 1,0.37515909090909094,0.24503707885742188,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
All of the following are electromagnetic waves EXC,Tier 1,0.5245454545454545,0.2579948902130127,True,D,D,4,0.005245454545454545,"(-0.001, 0.2]"
Put a saucer of water on your table. A process tha,Tier 1,0.3756363636363637,0.2419743537902832,False,A,C,4,0.003756363636363637,"(-0.001, 0.2]"
"As entropy in a system increases, energy in the sy",Tier 1,0.5245454545454545,0.24902009963989258,True,B,B,4,0.005245454545454545,"(-0.001, 0.2]"
When a fusion reaction converts a pair of hydrogen,Tier 1,0.5559772727272728,0.23460888862609863,True,C,C,4,0.005559772727272728,"(-0.001, 0.2]"
A big fish swims upon and swallows a small fish th,Tier 1,0.3718181818181819,0.23351001739501953,False,B,A,4,0.003718181818181819,"(-0.001, 0.2]"
"Among these colors, the one that has the most ener",Tier 1,0.3718181818181819,0.24720239639282227,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Which of these changes when light refracts in pass,Tier 2,0.7551818181818182,0.23711943626403809,True,C,C,12,0.007551818181818182,"(-0.001, 0.2]"
Thermal convection involves mainly,Tier 1,0.3718181818181819,0.24146747589111328,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
When relatively slow-moving molecules condense fro,Tier 1,0.5526363636363637,0.23488998413085938,True,C,C,4,0.005526363636363637,"(-0.001, 0.2]"
"When light undergoes interference, it can sometime",Tier 1,0.5526363636363637,0.24384713172912598,False,C,B,4,0.005526363636363637,"(-0.001, 0.2]"
During the time an aircraft produces a sonic boom ,Tier 1,0.3718181818181819,0.2333972454071045,False,D,C,4,0.003718181818181819,"(-0.001, 0.2]"
The component of velocity that can remain constant,Tier 1,0.6062775119617226,0.24515604972839355,True,A,A,4,0.006062775119617226,"(-0.001, 0.2]"
A karate chop delivers a force of 3000 N to a boar,Tier 1,0.45381818181818184,0.2221999168395996,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
Radioactivity has been around on Earth since the,Tier 1,0.6065454545454546,0.25109100341796875,True,D,D,4,0.006065454545454546,"(-0.001, 0.2]"
A heavy rock and a light rock in free fall (zero a,Tier 1,0.6379772727272728,0.22699379920959473,True,D,D,4,0.006379772727272728,"(-0.001, 0.2]"
"In a series circuit, if the current in one lamp is",Tier 2,0.8589377990430623,0.25014328956604004,True,B,B,12,0.008589377990430623,"(-0.001, 0.2]"
"When an element ejects an alpha particle, the atom",Tier 1,0.6346363636363637,0.22629141807556152,True,A,A,4,0.006346363636363637,"(-0.001, 0.2]"
"Relativity equations for time, length, and momentu",Tier 2,0.7076339712918661,0.23075103759765625,True,C,C,12,0.007076339712918661,"(-0.001, 0.2]"
The speed of sound is slightly greater on a,Tier 1,0.45381818181818184,0.22622108459472656,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
"When a tin can is whirled in a horizontal circle, ",Tier 1,0.5526363636363637,0.24903655052185059,True,A,A,4,0.005526363636363637,"(-0.001, 0.2]"
Which type of radiation from cosmic sources predom,Tier 1,0.5743636363636364,0.22992300987243652,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
A rainbow is the result of light in raindrops that,Tier 1,0.3718181818181819,0.2487478256225586,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
The neutrons in an atom are normally found,Tier 1,0.3718181818181819,0.22960186004638672,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
"When an element ejects an alpha particle, the mass",Tier 1,0.6346363636363637,0.24644160270690918,True,B,B,4,0.006346363636363637,"(-0.001, 0.2]"
An electron can be speeded up by,Tier 1,0.3718181818181819,0.24941778182983398,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
Big brother and little sister can balance on a see,Tier 1,0.5526363636363637,0.23794007301330566,True,B,B,4,0.005526363636363637,"(-0.001, 0.2]"
Bow waves are produced by waves of water,Tier 2,0.7551818181818182,0.2381730079650879,False,B,D,12,0.007551818181818182,"(-0.001, 0.2]"
"If the current in the filament of a lamp is 3 A, t",Tier 2,0.8537129186602872,0.24521207809448242,True,B,B,12,0.008537129186602871,"(-0.001, 0.2]"
"If the volume of an object were to double, with no",Tier 2,0.7460741626794261,0.23148298263549805,True,A,A,12,0.0074607416267942605,"(-0.001, 0.2]"
Regelation occurs due to water’s,Tier 1,0.5526363636363637,0.23776602745056152,True,B,B,4,0.005526363636363637,"(-0.001, 0.2]"
"Two vectors, one 3 N and the other 4 N, can have a",Tier 1,0.45381818181818184,0.23582839965820312,False,D,B,4,0.004538181818181819,"(-0.001, 0.2]"
Suppose the number of neutrons in a reactor that i,Tier 2,0.7585227272727273,0.23375582695007324,True,D,D,12,0.007585227272727273,"(-0.001, 0.2]"
How many parameters will be required to be estimat,Tier 2,0.8274832535885168,0.2428295612335205,True,D,D,12,0.008274832535885169,"(-0.001, 0.2]"
Which of the following statements concerning the r,Tier 1,0.5743636363636364,0.24723172187805176,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
Which of the following are plausible approaches to,Tier 2,0.7299545454545455,0.2553842067718506,True,C,C,12,0.007299545454545455,"(-0.001, 0.2]"
Suppose that the value of $R^2$ for an estimated r,Tier 3,1.4532057416267947,0.31660032272338867,False,B,C,30,0.014532057416267946,"(-0.001, 0.2]"
Under which of the following situations would boot,Tier 4,1.5317655502392349,0.31754279136657715,False,D,B,80,0.01531765550239235,"(-0.001, 0.2]"
Suppose that the following regression is estimated,Tier 2,1.0232416267942583,0.2521085739135742,True,C,C,12,0.010232416267942584,"(-0.001, 0.2]"
"A white noise process will have

(i) A zero mean

",Tier 1,0.6062775119617226,0.2357022762298584,False,D,A,4,0.006062775119617226,"(-0.001, 0.2]"
"If a Johansen ""trace"" test for a null hypothesis o",Tier 3,1.3722200956937802,0.44457054138183594,False,B,C,30,0.013722200956937802,"(-0.001, 0.2]"
Which of the following is a DISADVANTAGE of using ,Tier 2,0.9802296650717705,0.24785590171813965,True,A,A,12,0.009802296650717704,"(-0.001, 0.2]"
Which of the following may be consequences of one ,Tier 3,1.4004593301435408,0.4142301082611084,True,D,D,30,0.014004593301435409,"(-0.001, 0.2]"
Which one of the following criticisms of the Dicke,Tier 2,1.0095909090909092,0.24636340141296387,False,B,D,12,0.010095909090909093,"(-0.001, 0.2]"
Which of the following statements are true concern,Tier 3,1.1617320574162682,0.7511990070343018,False,,B,30,0.011617320574162681,"(-0.001, 0.2]"
Which one of the following is NOT a plausible reme,Tier 2,0.9802296650717705,0.23675942420959473,True,D,D,12,0.009802296650717704,"(-0.001, 0.2]"
If the Engle-Granger test is applied to the residu,Tier 3,1.2547846889952154,0.3409285545349121,True,B,B,30,0.012547846889952155,"(-0.001, 0.2]"
What are the dimensions of $\hat{u}^t \hat{u}?,Tier 1,0.5743636363636364,0.2569906711578369,True,D,D,4,0.005743636363636364,"(-0.001, 0.2]"
Which one of the following is the most appropriate,Tier 2,1.091590909090909,0.24246525764465332,True,A,A,12,0.01091590909090909,"(-0.001, 0.2]"
Which one of the following would be a plausible re,Tier 2,0.9854545454545456,0.2500607967376709,False,A,D,12,0.009854545454545456,"(-0.001, 0.2]"
The order condition is,Tier 1,0.49406698564593315,0.2323918342590332,True,B,B,4,0.004940669856459331,"(-0.001, 0.2]"
A researcher tests for structural stability in the,Tier 2,0.7790717703349284,0.25417280197143555,True,D,D,12,0.007790717703349283,"(-0.001, 0.2]"
What is the most important disadvantage of the dia,Tier 2,0.760909090909091,0.2326347827911377,True,C,C,12,0.00760909090909091,"(-0.001, 0.2]"
