question,tier,score,latency,correct,pred,target,cost,norm_score,bin
"As of 2019, about what percentage of people from B",Tier 2,0.5772272727272728,1.9824414253234863,False,C,D,12,0.005772272727272728,"(-0.001, 0.2]"
"As of 2015, the global fertility rate was about",Tier 1,0.45715909090909096,6.9626288414001465,True,B,B,4,0.00457159090909091,"(-0.001, 0.2]"
 Select the best translation into predicate logic:,Tier 2,0.694909090909091,29.75175380706787,True,A,A,12,0.00694909090909091,"(-0.001, 0.2]"
"As of 2019, about what share of electricity came f",Tier 2,0.5743636363636364,3.8559226989746094,False,B,C,12,0.005743636363636364,"(-0.001, 0.2]"
About what percentage of survey respondents from I,Tier 2,0.7712344497607657,4.0272743701934814,False,A,C,12,0.007712344497607657,"(-0.001, 0.2]"
The percentage of children in Vietnam (age 8) who ,Tier 2,0.5743636363636364,3.129725694656372,True,B,B,12,0.005743636363636364,"(-0.001, 0.2]"
Ross Perot makes polling history by leading the pr,Tier 1,0.4576363636363637,4.458484411239624,True,D,D,4,0.004576363636363637,"(-0.001, 0.2]"
"As of 2017, what percentage of Americans live in u",Tier 2,0.5743636363636364,2.7516396045684814,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
The global HIV/AIDS death rate is highest for whic,Tier 2,0.7712344497607657,4.155518531799316,True,C,C,12,0.007712344497607657,"(-0.001, 0.2]"
"As of 2019, about what percentage of Americans say",Tier 2,0.7712344497607657,1.2172396183013916,False,C,D,12,0.007712344497607657,"(-0.001, 0.2]"
In 1943 how many Americans believed in the Holocau,Tier 2,0.5743636363636364,1.48024320602417,False,A,B,12,0.005743636363636364,"(-0.001, 0.2]"
"As of 2017, what fraction of the population in Bra",Tier 2,0.5743636363636364,2.9758083820343018,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
Which of the following was responsible for the mos,Tier 2,0.6590239234449763,2.33294939994812,True,D,D,12,0.006590239234449763,"(-0.001, 0.2]"
Which of the following countries emitted the most ,Tier 2,0.6450909090909092,0.8569657802581787,True,B,B,12,0.006450909090909091,"(-0.001, 0.2]"
Before Nixon resigned how many believed he should ,Tier 2,0.5772272727272728,1.9667279720306396,False,A,D,12,0.005772272727272728,"(-0.001, 0.2]"
"As of 2019, about what percentage of people from R",Tier 2,0.5772272727272728,1.9365043640136719,False,B,A,12,0.005772272727272728,"(-0.001, 0.2]"
"As of 2019, about what percentage of the global po",Tier 2,0.5743636363636364,3.0802364349365234,False,A,C,12,0.005743636363636364,"(-0.001, 0.2]"
"As of 2019, about what percentage of Turks say God",Tier 2,0.5743636363636364,8.0555899143219,False,C,D,12,0.005743636363636364,"(-0.001, 0.2]"
"Overall, the growth rate of average incomes in les",Tier 2,0.7112272727272728,4.31123948097229,False,D,C,12,0.007112272727272728,"(-0.001, 0.2]"
Which of the following mental disorders is most pr,Tier 2,0.6450909090909092,1.142272710800171,True,D,D,12,0.006450909090909091,"(-0.001, 0.2]"
"As of 2015, about what percentage of the world’s l",Tier 2,0.5743636363636364,1.122746229171753,True,B,B,12,0.005743636363636364,"(-0.001, 0.2]"
"Controlling for inflation and PPP-adjustment, abou",Tier 2,0.7712344497607657,6.201250791549683,False,C,D,12,0.007712344497607657,"(-0.001, 0.2]"
"As of 2017, the share of global deaths by suicide ",Tier 1,0.45715909090909096,8.759352445602417,True,B,B,4,0.00457159090909091,"(-0.001, 0.2]"
Different less developed countries have different ,Tier 2,0.6122727272727273,2.017347574234009,False,D,A,12,0.006122727272727273,"(-0.001, 0.2]"
"As of 2019, about what percentage of Indians say i",Tier 2,0.5743636363636364,2.3599612712860107,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
"As of 2019, unsafe water is responsible for about ",Tier 2,0.7758062200956939,4.290405750274658,False,D,A,12,0.007758062200956939,"(-0.001, 0.2]"
"As of 2017, the share of GDP spent on the military",Tier 2,0.6062775119617226,1.0474059581756592,True,B,B,12,0.006062775119617226,"(-0.001, 0.2]"
"In Sub-Saharan Africa, as of 2020,",Tier 2,0.8198444976076557,2.3979122638702393,False,D,C,12,0.008198444976076557,"(-0.001, 0.2]"
Consider the following statements: (1) In every co,Tier 2,0.6635956937799045,6.36712121963501,False,D,B,12,0.006635956937799044,"(-0.001, 0.2]"
"As of 2019, about what percentage of Italians say ",Tier 2,0.7712344497607657,1.842327356338501,False,C,B,12,0.007712344497607657,"(-0.001, 0.2]"
"As of 2019, about what percentage of Americans say",Tier 3,0.9417272727272727,18.22067356109619,True,B,B,30,0.009417272727272727,"(-0.001, 0.2]"
In 1987 during Iran Contra what percent of America,Tier 2,0.5743636363636364,2.388550281524658,False,C,D,12,0.005743636363636364,"(-0.001, 0.2]"
About what percentage of survey respondents from C,Tier 2,0.7712344497607657,3.9529292583465576,True,A,A,12,0.007712344497607657,"(-0.001, 0.2]"
Which of the following is not an element of the re,Tier 3,0.9464545454545454,9.8691725730896,True,A,A,30,0.009464545454545455,"(-0.001, 0.2]"
The percentage of children in India (age 8) who re,Tier 2,0.5743636363636364,1.439244031906128,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
"World Bank data show that in 1995, the poorest 20%",Tier 2,0.7790717703349284,1.6830370426177979,True,B,B,12,0.007790717703349283,"(-0.001, 0.2]"
What is the percentage of children aged 13-15 in J,Tier 2,0.5772272727272728,3.8191277980804443,False,B,C,12,0.005772272727272728,"(-0.001, 0.2]"
"As of 2019, about what percentage of people from t",Tier 2,0.5772272727272728,1.2911412715911865,True,C,C,12,0.005772272727272728,"(-0.001, 0.2]"
Which of the following countries invested the larg,Tier 2,0.868019138755981,0.9630622863769531,True,C,C,12,0.008680191387559811,"(-0.001, 0.2]"
"As of 2015, agriculture made up about what percent",Tier 2,0.7712344497607657,1.1043431758880615,True,B,B,12,0.007712344497607657,"(-0.001, 0.2]"
About what percentage of survey respondents from M,Tier 2,0.7712344497607657,3.7313811779022217,False,A,B,12,0.007712344497607657,"(-0.001, 0.2]"
"Worldwide, 30 year old men have spent 10 years in ",Tier 2,0.5743636363636364,1.9204182624816895,True,B,B,12,0.005743636363636364,"(-0.001, 0.2]"
What is the percentage of children aged 13-15 in t,Tier 2,0.5743636363636364,2.839223623275757,True,B,B,12,0.005743636363636364,"(-0.001, 0.2]"
"As of 2015, agriculture made up about what percent",Tier 2,0.7712344497607657,1.1683385372161865,True,A,A,12,0.007712344497607657,"(-0.001, 0.2]"
About what percentage of the global population was,Tier 2,0.5743636363636364,1.3484535217285156,True,B,B,12,0.005743636363636364,"(-0.001, 0.2]"
How many children between the ages of 5-14 worked ,Tier 2,0.5772272727272728,3.3126344680786133,True,C,C,12,0.005772272727272728,"(-0.001, 0.2]"
"As of 2018, about what percentage of people from T",Tier 2,0.7712344497607657,3.2949178218841553,True,A,A,12,0.007712344497607657,"(-0.001, 0.2]"
"As of 2017, how many people in the world have some",Tier 2,0.5743636363636364,9.069239139556885,False,D,C,12,0.005743636363636364,"(-0.001, 0.2]"
The conjecture that inequality first increases wit,Tier 2,0.5283636363636365,1.7632975578308105,False,D,B,12,0.0052836363636363645,"(-0.001, 0.2]"
The end product of the alcohol fermentation pathwa,Tier 2,0.8758564593301438,1.8823165893554688,True,D,D,12,0.008758564593301437,"(-0.001, 0.2]"
"At the time of independence, there were already hu",Tier 1,0.45381818181818184,7.0584635734558105,False,D,A,4,0.004538181818181819,"(-0.001, 0.2]"
In 1965 how many Americans thought that sending tr,Tier 2,0.5743636363636364,6.293255805969238,False,B,A,12,0.005743636363636364,"(-0.001, 0.2]"
"As of 2013, share of people in the United States w",Tier 1,0.45381818181818184,6.636556148529053,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
Chemical substances released by organisms that eli,Tier 2,0.694909090909091,0.8329792022705078,True,C,C,12,0.00694909090909091,"(-0.001, 0.2]"
"Catastrophism, meaning the regular occurrence of g",Tier 3,1.0920681818181819,2.903062582015991,True,B,B,30,0.010920681818181819,"(-0.001, 0.2]"
What is the percentage of children aged 13-15 in t,Tier 2,0.5772272727272728,14.616145133972168,True,A,A,12,0.005772272727272728,"(-0.001, 0.2]"
Which of the following statements best describes w,Tier 2,0.5800909090909091,2.4540586471557617,True,C,C,12,0.005800909090909091,"(-0.001, 0.2]"
"As of 2013, share of people in the Ethiopia who th",Tier 1,0.45381818181818184,10.620243787765503,False,B,A,4,0.004538181818181819,"(-0.001, 0.2]"
"As of 2018, about what percentage of US adults say",Tier 4,1.6400574162679427,11.457819938659668,False,B,C,80,0.016400574162679427,"(-0.001, 0.2]"
What was GDP per capita in the United States in 18,Tier 3,1.0186698564593302,11.572912693023682,False,C,B,30,0.010186698564593302,"(-0.001, 0.2]"
"Of the following anatomical structures, which is h",Tier 2,0.5743636363636364,1.660048246383667,True,D,D,12,0.005743636363636364,"(-0.001, 0.2]"
"Within a few weeks of treatment with the drug 3TC,",Tier 2,0.8211818181818182,1.123589038848877,True,D,D,12,0.008211818181818183,"(-0.001, 0.2]"
This biome contains plants whose roots cannot go d,Tier 1,0.3718181818181819,3.6827919483184814,False,B,C,4,0.003718181818181819,"(-0.001, 0.2]"
Which statement about natural selection is most co,Tier 2,0.7090454545454548,1.4157435894012451,True,D,D,12,0.007090454545454547,"(-0.001, 0.2]"
"As of 2013, share of people in the India who think",Tier 1,0.45381818181818184,8.769433975219727,False,A,D,4,0.004538181818181819,"(-0.001, 0.2]"
Consider the following statements: (1) As countrie,Tier 3,0.9715227272727274,13.756597518920898,False,C,A,30,0.009715227272727273,"(-0.001, 0.2]"
Photosynthesis requires,Tier 2,0.6065454545454546,0.8301770687103271,True,B,B,12,0.006065454545454546,"(-0.001, 0.2]"
Which of the following statements correctly charac,Tier 2,0.5800909090909091,0.7156836986541748,True,A,A,12,0.005800909090909091,"(-0.001, 0.2]"
Which of the following statements explains how a p,Tier 3,1.4388995215311007,3.3905744552612305,True,B,B,30,0.014388995215311007,"(-0.001, 0.2]"
"In a hypothetical environment, fishes called pike-",Tier 3,1.0339712918660289,7.8603904247283936,True,C,C,30,0.01033971291866029,"(-0.001, 0.2]"
Natural selection changes allele frequencies in po,Tier 2,0.5526363636363637,3.4879846572875977,True,D,D,12,0.005526363636363637,"(-0.001, 0.2]"
"In modern terminology, diversity is understood to ",Tier 2,0.8198444976076557,1.1986579895019531,True,A,A,12,0.008198444976076557,"(-0.001, 0.2]"
Before being reelected for a third term as preside,Tier 3,1.395047846889952,13.326672077178955,True,C,C,30,0.01395047846889952,"(-0.001, 0.2]"
Which group is composed entirely of individuals wh,Tier 2,0.7422500000000001,2.659587860107422,True,D,D,12,0.007422500000000001,"(-0.001, 0.2]"
"The higher the proportion of loci that are ""fixed""",Tier 2,0.69825,1.793224811553955,True,D,D,12,0.0069825,"(-0.001, 0.2]"
Male satin bowerbirds adorn structures that they b,Tier 3,0.9550693779904308,0.6877624988555908,True,C,C,30,0.009550693779904309,"(-0.001, 0.2]"
Which of the following is the source of oxygen pro,Tier 2,0.7270909090909091,0.7300958633422852,True,A,A,12,0.007270909090909091,"(-0.001, 0.2]"
A cell is placed into a hypertonic environment and,Tier 1,0.37515909090909094,5.642756938934326,True,D,D,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following would most likely provide e,Tier 1,0.49236363636363645,6.2975380420684814,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
During the period when life is believed to have be,Tier 2,0.5526363636363637,0.9228169918060303,True,A,A,12,0.005526363636363637,"(-0.001, 0.2]"
Although mutations occur at a regular and predicta,Tier 1,0.49809090909090914,10.902816772460938,False,A,D,4,0.004980909090909091,"(-0.001, 0.2]"
Some strains of viruses can change normal mammalia,Tier 2,0.5274090909090909,1.332731008529663,True,B,B,12,0.00527409090909091,"(-0.001, 0.2]"
An animal that is harmless copies the appearance o,Tier 1,0.3718181818181819,4.105118036270142,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following is an example of a detritiv,Tier 1,0.49236363636363645,8.482722043991089,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
This process leads to the net production of two py,Tier 1,0.3718181818181819,6.115402936935425,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
A researcher conducts a survey of a biome and find,Tier 2,0.5743636363636364,1.5740597248077393,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
Which of the following statements is not correct a,Tier 1,0.4957045454545455,6.513219594955444,True,D,D,4,0.004957045454545455,"(-0.001, 0.2]"
Which of the following pieces of evidence most str,Tier 1,0.4957045454545455,6.391899824142456,True,B,B,4,0.004957045454545455,"(-0.001, 0.2]"
Mosquitoes resistant to the pesticide DDT first ap,Tier 3,1.0622727272727273,0.9175829887390137,True,B,B,30,0.010622727272727273,"(-0.001, 0.2]"
Which statement about variation is true?,Tier 1,0.4957045454545455,11.783767700195312,True,D,D,4,0.004957045454545455,"(-0.001, 0.2]"
Microtubules are protein filaments assembled from ,Tier 2,0.760909090909091,0.4761993885040283,True,A,A,12,0.00760909090909091,"(-0.001, 0.2]"
"In reference to a segment of DNA, which of the fol",Tier 2,0.7757129186602872,4.039431810379028,True,D,D,12,0.007757129186602873,"(-0.001, 0.2]"
The fluidity of the plasma membrane can vary in re,Tier 3,0.9880669856459331,1.5519824028015137,True,B,B,30,0.00988066985645933,"(-0.001, 0.2]"
An organism exposed to wild temperature fluctuatio,Tier 3,1.0672799043062202,7.2133214473724365,True,B,B,30,0.010672799043062202,"(-0.001, 0.2]"
All of the following are examples of connective ti,Tier 1,0.3718181818181819,4.799992799758911,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
When driving from east to west in the U.S. from a ,Tier 3,1.0232416267942583,6.990647077560425,True,C,C,30,0.010232416267942584,"(-0.001, 0.2]"
Sickle cell anemia is a disease caused by the subs,Tier 2,0.7076339712918661,0.48404765129089355,True,B,B,12,0.007076339712918661,"(-0.001, 0.2]"
Two unrelated species evolve in a way that makes t,Tier 2,0.5245454545454545,0.8427145481109619,True,B,B,12,0.005245454545454545,"(-0.001, 0.2]"
All of the following statements are true EXCEPT,Tier 1,0.45381818181818184,4.395439147949219,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
The major difference between cartilage and bone is,Tier 2,0.7635000000000001,0.8295407295227051,True,C,C,12,0.007635,"(-0.001, 0.2]"
All of the following are stimulated by the sympath,Tier 1,0.3718181818181819,6.393557786941528,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Warning coloration adopted by animals that possess,Tier 1,0.3718181818181819,5.017707109451294,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
"When water evaporates from the surface of a pond, ",Tier 2,0.6765227272727273,7.104151725769043,True,A,A,12,0.0067652272727272734,"(-0.001, 0.2]"
Incomplete dominance and epistasis are two terms t,Tier 2,0.7328181818181819,2.1556851863861084,True,D,D,12,0.00732818181818182,"(-0.001, 0.2]"
The acrosome and cortical reactions that occur imm,Tier 1,0.49809090909090914,4.581355333328247,True,C,C,4,0.004980909090909091,"(-0.001, 0.2]"
"As of 2017, the share of GDP spent on the military",Tier 2,0.6062775119617226,33.553191900253296,False,D,B,12,0.006062775119617226,"(-0.001, 0.2]"
The resting membrane potential depends on which of,Tier 2,0.6765227272727273,3.405498504638672,False,C,D,12,0.0067652272727272734,"(-0.001, 0.2]"
If two modern organisms are distantly related in a,Tier 3,1.0705454545454547,7.044280290603638,True,B,B,30,0.010705454545454548,"(-0.001, 0.2]"
"Logically, which of these should cast the most dou",Tier 3,1.3179808612440194,16.345592975616455,True,D,D,30,0.013179808612440193,"(-0.001, 0.2]"
"As of 2019, about what percentage of Germans say t",Tier 3,0.9417272727272727,41.33475971221924,True,A,A,30,0.009417272727272727,"(-0.001, 0.2]"
The relatives of a group of pelicans from the same,Tier 2,0.5559772727272728,1.9621086120605469,True,A,A,12,0.005559772727272728,"(-0.001, 0.2]"
Refer to question 15 for details on the squirrel p,Tier 2,0.7712344497607657,0.8999240398406982,True,A,A,12,0.007712344497607657,"(-0.001, 0.2]"
"In a hypothetical population's gene pool, an autos",Tier 3,1.0622727272727273,21.95176935195923,False,A,D,30,0.010622727272727273,"(-0.001, 0.2]"
Which of the following statements is an inference ,Tier 3,1.3179808612440194,4.260113000869751,True,A,A,30,0.013179808612440193,"(-0.001, 0.2]"
"Once a plasmid has incorporated specific genes, su",Tier 3,0.9544162679425839,2.7820351123809814,True,C,C,30,0.009544162679425839,"(-0.001, 0.2]"
Members of which of the following groups are most ,Tier 1,0.49236363636363645,3.5361008644104004,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
All of the following are modes of asexual reproduc,Tier 1,0.3718181818181819,5.509525775909424,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Organisms in which of the following phyla have a t,Tier 1,0.49236363636363645,6.889739751815796,False,C,B,4,0.004923636363636364,"(-0.001, 0.2]"
Protein that prevents the binding of RNA polymeras,Tier 1,0.3718181818181819,5.62263035774231,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Basepair sequence that signals the start site for ,Tier 1,0.49406698564593315,3.8297085762023926,True,D,D,4,0.004940669856459331,"(-0.001, 0.2]"
"Recently, seasonal dead zones in low-oxygen waters",Tier 3,1.215,0.7136178016662598,True,C,C,30,0.012150000000000001,"(-0.001, 0.2]"
Which of the following statements about the light-,Tier 3,1.314715311004785,2.5288162231445312,True,C,C,30,0.01314715311004785,"(-0.001, 0.2]"
Which of the following cells is most closely assoc,Tier 1,0.49236363636363645,4.268765211105347,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
What was the prevailing notion prior to the time o,Tier 1,0.4957045454545455,4.654693841934204,True,A,A,4,0.004957045454545455,"(-0.001, 0.2]"
Students are conducting a plant pigment separation,Tier 3,1.2739425837320575,16.510295867919922,True,D,D,30,0.012739425837320574,"(-0.001, 0.2]"
Which of the following best explains why drinking ,Tier 2,0.7391818181818184,0.4255485534667969,True,B,B,12,0.007391818181818183,"(-0.001, 0.2]"
Which of the following pairs of structures is leas,Tier 2,0.5743636363636364,1.7266013622283936,True,D,D,12,0.005743636363636364,"(-0.001, 0.2]"
Which of the following is most correct concerning ,Tier 2,0.5800909090909091,6.894773483276367,True,B,B,12,0.005800909090909091,"(-0.001, 0.2]"
Which of the events described below agrees with th,Tier 3,1.2121363636363638,4.7070066928863525,True,D,D,30,0.012121363636363638,"(-0.001, 0.2]"
All of the following organs in the digestive syste,Tier 1,0.49406698564593315,4.251925230026245,True,C,C,4,0.004940669856459331,"(-0.001, 0.2]"
When imbalances occur in the sex ratio of sexual s,Tier 3,1.4796722488038279,4.593966960906982,True,D,D,30,0.014796722488038278,"(-0.001, 0.2]"
Which of the following statements correctly descri,Tier 2,0.7790717703349284,1.7260756492614746,True,B,B,12,0.007790717703349283,"(-0.001, 0.2]"
"In the process of generating ATP, hydrogen ions (H",Tier 2,0.5526363636363637,10.156456470489502,False,B,A,12,0.005526363636363637,"(-0.001, 0.2]"
Invertebrate immune systems possess which of the f,Tier 1,0.49236363636363645,5.5020997524261475,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
"During a study session about evolution, one of you",Tier 3,1.3179808612440194,2.203240394592285,True,A,A,30,0.013179808612440193,"(-0.001, 0.2]"
Which of the following properties is responsible f,Tier 2,0.6590239234449763,0.9441239833831787,True,B,B,12,0.006590239234449763,"(-0.001, 0.2]"
The average birth weight for human babies is about,Tier 2,0.6590239234449763,1.2821309566497803,True,C,C,12,0.006590239234449763,"(-0.001, 0.2]"
Energy is harvested during cellular respiration in,Tier 3,0.9142966507177035,8.633082389831543,True,C,C,30,0.009142966507177035,"(-0.001, 0.2]"
Crossing-over occurs during which of the following,Tier 2,0.5743636363636364,5.219489574432373,True,A,A,12,0.005743636363636364,"(-0.001, 0.2]"
The reaction A + B → C is catalyzed by enzyme K. I,Tier 3,1.0186698564593302,9.450504302978516,True,B,B,30,0.010186698564593302,"(-0.001, 0.2]"
A lizard lacking a chemical defense mechanism that,Tier 1,0.37515909090909094,4.966393947601318,True,C,C,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of these evolutionary agents is most consist,Tier 2,0.7270909090909091,0.6146914958953857,True,D,D,12,0.007270909090909091,"(-0.001, 0.2]"
"In a certain pond, there are long-finned fish and ",Tier 1,0.4986387559808614,4.902060270309448,True,C,C,4,0.004986387559808614,"(-0.001, 0.2]"
When we say that an individual organism has a grea,Tier 2,0.8582846889952154,0.9774265289306641,True,D,D,12,0.008582846889952154,"(-0.001, 0.2]"
Which of the following must exist in a population ,Tier 1,0.4952272727272728,6.813220739364624,True,A,A,4,0.004952272727272728,"(-0.001, 0.2]"
If the HMS Beagle had completely bypassed the Gala,Tier 2,0.86155023923445,1.0040087699890137,True,B,B,12,0.0086155023923445,"(-0.001, 0.2]"
Which of these makes determining the evolutionary ,Tier 2,0.7270909090909091,4.215560674667358,False,B,A,12,0.007270909090909091,"(-0.001, 0.2]"
Which of the following statements is NOT correct a,Tier 2,0.678909090909091,1.9658443927764893,True,D,D,12,0.00678909090909091,"(-0.001, 0.2]"
Short sequence by promoter that assists transcript,Tier 1,0.3718181818181819,9.109898090362549,False,A,C,4,0.003718181818181819,"(-0.001, 0.2]"
Memory loss would most likely be due to a malfunct,Tier 2,0.6590239234449763,0.9649920463562012,True,C,C,12,0.006590239234449763,"(-0.001, 0.2]"
A certain species of land snail exists as either a,Tier 1,0.4957045454545455,5.785897970199585,True,D,D,4,0.004957045454545455,"(-0.001, 0.2]"
"In cells, which of the following can catalyze reac",Tier 1,0.49236363636363645,9.138464212417603,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
Radon is a health hazard because,Tier 2,0.8211818181818182,0.8328132629394531,True,A,A,12,0.008211818181818183,"(-0.001, 0.2]"
Which following pair of substances can be used to ,Tier 2,0.5743636363636364,1.1215004920959473,True,B,B,12,0.005743636363636364,"(-0.001, 0.2]"
Which of the following is NOT a characteristic of ,Tier 3,0.9142727272727273,2.424842357635498,True,B,B,30,0.009142727272727273,"(-0.001, 0.2]"
"When a solid melts, the entropy change and enthalp",Tier 2,0.7053636363636364,0.4875674247741699,True,A,A,12,0.007053636363636364,"(-0.001, 0.2]"
"African lungfish often live in small, stagnant, fr",Tier 3,1.3976602870813397,9.658632755279541,True,B,B,30,0.013976602870813397,"(-0.001, 0.2]"
All of the following play a role in morphogenesis ,Tier 1,0.3718181818181819,7.064534425735474,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following statements about the DNA in,Tier 2,0.6668612440191389,4.69583535194397,False,D,A,12,0.006668612440191389,"(-0.001, 0.2]"
Which of the following is a reduction half-reactio,Tier 2,0.7551818181818182,1.0411865711212158,True,C,C,12,0.007551818181818182,"(-0.001, 0.2]"
Mules are relatively long-lived and hardy organism,Tier 4,1.704746411483254,11.86427617073059,True,A,A,80,0.01704746411483254,"(-0.001, 0.2]"
A man contracts the same flu strain for the second,Tier 3,0.9880669856459331,4.233945608139038,True,C,C,30,0.00988066985645933,"(-0.001, 0.2]"
When the first tiny prokaryotic cell took up resid,Tier 3,1.2355023923444979,6.1125524044036865,True,C,C,30,0.012355023923444978,"(-0.001, 0.2]"
Which net ionic equation below represents a possib,Tier 2,0.6731818181818183,3.3234081268310547,True,B,B,12,0.006731818181818183,"(-0.001, 0.2]"
What is the conjugate acid of the H2PO4- ion?,Tier 2,0.5743636363636364,0.9350631237030029,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
"During drought years on the Galapagos, small, easi",Tier 3,1.3564210526315792,28.920987844467163,True,D,D,30,0.013564210526315791,"(-0.001, 0.2]"
The molar heat of vaporization of water is +43.9 k,Tier 3,0.9848014354066987,3.0081067085266113,True,D,D,30,0.009848014354066988,"(-0.001, 0.2]"
A student has a liter of a 0.100 M solution of a s,Tier 1,0.3746818181818182,7.127259254455566,False,A,C,4,0.0037468181818181823,"(-0.001, 0.2]"
The collision theory of reaction rates does not in,Tier 1,0.3756363636363637,5.913728952407837,True,B,B,4,0.003756363636363637,"(-0.001, 0.2]"
"There are 40 individuals in population 1, all of w",Tier 1,0.45954545454545453,9.02764344215393,True,A,A,4,0.004595454545454545,"(-0.001, 0.2]"
A first-order reaction has a half-life of 34 minut,Tier 2,0.7790717703349284,4.576180696487427,True,A,A,12,0.007790717703349283,"(-0.001, 0.2]"
Which of the following is the correct order of inc,Tier 2,0.5743636363636364,3.200011968612671,False,A,C,12,0.005743636363636364,"(-0.001, 0.2]"
A mechanism is a sequence of elementary reactions ,Tier 1,0.45381818181818184,4.84866738319397,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
An ideal solution is a,Tier 2,0.6731818181818183,3.0859451293945312,True,C,C,12,0.006731818181818183,"(-0.001, 0.2]"
The electrolysis of molten magnesium bromide is ex,Tier 1,0.3718181818181819,5.573721647262573,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
The bond length between any two nonmetal atoms is ,Tier 3,1.1232918660287083,2.8620855808258057,True,A,A,30,0.011232918660287083,"(-0.001, 0.2]"
The Arrhenius equation may be used to determine,Tier 1,0.45381818181818184,7.533173084259033,True,D,D,4,0.004538181818181819,"(-0.001, 0.2]"
Chlorine is often used to oxidize other substances,Tier 3,1.2706770334928232,2.7907848358154297,True,D,D,30,0.012706770334928232,"(-0.001, 0.2]"
In determining the order for reactant A in a certa,Tier 2,0.8152727272727274,0.6668801307678223,True,A,A,12,0.008152727272727273,"(-0.001, 0.2]"
"How many electrons, neutrons, and protons are in a",Tier 2,0.5743636363636364,3.2997405529022217,True,D,D,12,0.005743636363636364,"(-0.001, 0.2]"
Which of the following is not a good measure of re,Tier 2,0.6450909090909092,1.0113046169281006,True,A,A,12,0.006450909090909091,"(-0.001, 0.2]"
Which of the following indicates that a reaction i,Tier 2,0.5743636363636364,3.3482825756073,False,D,A,12,0.005743636363636364,"(-0.001, 0.2]"
"Sulfurous acid is a weak acid, while sulfuric acid",Tier 3,1.2018516746411485,11.934499263763428,True,A,A,30,0.012018516746411485,"(-0.001, 0.2]"
Helium effuses through a pinhole 5.33 times faster,Tier 1,0.3718181818181819,7.115390062332153,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Joseph Priestly discovered oxygen gas by the decom,Tier 2,0.7639772727272728,1.246525526046753,True,B,B,12,0.007639772727272728,"(-0.001, 0.2]"
Examining data obtained from mass spectrometry sup,Tier 2,0.6590239234449763,0.6703879833221436,True,D,D,12,0.006590239234449763,"(-0.001, 0.2]"
A proposed mechanism for a reaction is as follows:,Tier 2,0.7835502392344499,2.3832225799560547,True,C,C,12,0.007835502392344498,"(-0.001, 0.2]"
Substances whose Lewis structures must be drawn wi,Tier 3,0.9710454545454547,1.990713119506836,True,B,B,30,0.009710454545454546,"(-0.001, 0.2]"
Which of the following molecules cannot hydrogen b,Tier 2,0.6450909090909092,3.0199179649353027,False,A,C,12,0.006450909090909091,"(-0.001, 0.2]"
Carbon exists in various forms called allotropes. ,Tier 2,0.6590239234449763,11.474431276321411,True,B,B,12,0.006590239234449763,"(-0.001, 0.2]"
NH4+(aq) + NO2- (aq) → N2(g) + 2H2O(l) Increasing ,Tier 2,0.5800909090909091,1.525622844696045,True,D,D,12,0.005800909090909091,"(-0.001, 0.2]"
In which of the following is the negative end of t,Tier 2,0.6450909090909092,4.559984445571899,False,B,D,12,0.006450909090909091,"(-0.001, 0.2]"
Which of the following is a radioactive element?,Tier 1,0.49236363636363645,5.252180099487305,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
"Starting with a stock solution of 18.0 M H2SO4, wh",Tier 2,0.7790717703349284,2.9183571338653564,True,C,C,12,0.007790717703349283,"(-0.001, 0.2]"
Formation of a solution can often be visualized as,Tier 4,1.6478947368421055,4.080485582351685,True,D,D,80,0.016478947368421055,"(-0.001, 0.2]"
Less than 1/1000 of the mass of any atom is contri,Tier 1,0.45381818181818184,8.744800329208374,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
